"domain","Predictor","param1","p1_0","p1_val","param2","p2_0","p2_val","param3","p3_0","p3_val","Fixed_Effect","AIC","BIC","R_squared","Log_Likelihood","N_Observations","R_squared_CI_lower","R_squared_CI_upper"
"animals","delta","rise","0","0","fall","0","25",NA,NA,NA,1.60827975778588,1684.281021391,1700.04567582123,0.182469583115298,-839.1405106955,1415,0.163044640654249,0.251601239304845
"animals","delta","rise","0","0","fall","0","5",NA,NA,NA,1.66759260186048,1672.83535641311,1688.60001084334,0.186767050658194,-833.417678206556,1415,0.170272252860681,0.262756874374629
"animals","delta","rise","0","0","fall","0","75",NA,NA,NA,1.67063560995113,1682.89324943122,1698.65790386145,0.179672371161243,-838.446624715609,1415,0.159777252497631,0.255594848970657
"animals","delta","rise","0","0","fall","1","0",NA,NA,NA,1.68729139857201,1694.73668607774,1710.50134050797,0.170823368241999,-844.36834303887,1415,0.151782574087386,0.24563213075344
"animals","delta","rise","0","25","fall","0","0",NA,NA,NA,1.59704906471008,1692.16967248094,1707.93432691117,0.177482761374818,-843.084836240469,1415,0.160179297332806,0.249895360156372
"animals","delta","rise","0","25","fall","0","25",NA,NA,NA,1.65238060051823,1676.67977646539,1692.44443089562,0.18624356607025,-835.339888232694,1415,0.166900771364659,0.259967220416625
"animals","delta","rise","0","25","fall","0","5",NA,NA,NA,1.69826336588282,1664.43997813124,1680.20463256147,0.192848199231409,-829.219989065618,1415,0.176539052785938,0.265169360257267
"animals","delta","rise","0","25","fall","0","75",NA,NA,NA,1.68042396112771,1672.33328020943,1688.09793463966,0.185135792763794,-833.166640104715,1415,0.167124389543593,0.257669787140085
"animals","delta","rise","0","25","fall","1","0",NA,NA,NA,1.6706810508698,1685.56330444124,1701.32795887147,0.172968968053869,-839.781652220618,1415,0.155816497544447,0.245423611457956
"animals","delta","rise","0","5","fall","0","0",NA,NA,NA,1.79946061034264,1666.76890858581,1682.53356301604,0.198165581162111,-830.384454292906,1415,0.178483100736604,0.274716369022624
"animals","delta","rise","0","5","fall","0","25",NA,NA,NA,1.86112904430695,1644.71743061815,1660.48208504839,0.21073666970644,-819.358715309077,1415,0.188062296335341,0.289564771462768
"animals","delta","rise","0","5","fall","0","5",NA,NA,NA,1.86516732610423,1635.09448876074,1650.85914319097,0.21515902386922,-814.54724438037,1415,0.190531062245192,0.290411095843619
"animals","delta","rise","0","5","fall","0","75",NA,NA,NA,1.85507645452598,1632.20806407161,1647.97271850184,0.219905413580356,-813.104032035806,1415,0.199889645278068,0.293987085413115
"animals","delta","rise","0","5","fall","1","0",NA,NA,NA,1.81030636194326,1644.45093718028,1660.21559161051,0.204243310231683,-819.225468590139,1415,0.186625302088769,0.281863331417142
"animals","delta","rise","0","75","fall","0","0",NA,NA,NA,1.92510963770846,1665.11270596954,1680.87736039977,0.204495707748477,-829.556352984768,1415,0.18338956018473,0.281993444854967
"animals","delta","rise","0","75","fall","0","25",NA,NA,NA,1.96783351870748,1646.12495602502,1661.88961045525,0.215122816908697,-820.062478012508,1415,0.190259721357746,0.291530594417573
"animals","delta","rise","0","75","fall","0","5",NA,NA,NA,1.95443956249997,1634.77835293406,1650.54300736429,0.220581737545926,-814.389176467031,1415,0.199575291500688,0.293299437009683
"animals","delta","rise","0","75","fall","0","75",NA,NA,NA,1.89229240917062,1633.68168792303,1649.44634235327,0.226706358352031,-813.840843961517,1415,0.203261198673244,0.300573052432064
"animals","delta","rise","0","75","fall","1","0",NA,NA,NA,1.74446420575533,1659.09737646892,1674.86203089915,0.200807398481254,-826.548688234459,1415,0.176934556810696,0.275424317499942
"animals","delta","rise","1","0","fall","0","0",NA,NA,NA,1.92512023525396,1689.7874705275,1705.55212495774,0.196736782494854,-841.893735263752,1415,0.171813446128221,0.272758785040684
"animals","delta","rise","1","0","fall","0","25",NA,NA,NA,1.96971884357694,1672.88863127392,1688.65328570416,0.208179088278691,-833.444315636962,1415,0.186274098932138,0.281195412587064
"animals","delta","rise","1","0","fall","0","5",NA,NA,NA,1.94372740610724,1662.74126342735,1678.50591785758,0.213534976242127,-828.370631713674,1415,0.19148458705124,0.293541482049214
"animals","delta","rise","1","0","fall","0","75",NA,NA,NA,1.83637212912768,1662.28804080834,1678.05269523857,0.210504678238252,-828.144020404169,1415,0.189242419623706,0.286614487113241
"animals","delta","rise","1","0","fall","1","0",NA,NA,NA,1.63652102388936,1685.72720663348,1701.49186106371,0.182766605048331,-839.863603316738,1415,0.162274073339361,0.255229257391685
"animals","svd","cosine","0","0","gtom","0","9",NA,NA,NA,-0.229956048553355,1872.72766748687,1888.4923219171,0.0438819300590782,-933.363833743434,1415,0.0412414923259517,0.101646138920905
"animals","svd","cosine","0","1","gtom","0","9",NA,NA,NA,0.0482878364912754,1873.05713799918,1888.82179242941,0.0435474345402896,-933.52856899959,1415,0.0390387547874311,0.0970120068272303
"animals","svd","cosine","0","2","gtom","0","8",NA,NA,NA,0.169555620137495,1872.77940375003,1888.54405818026,0.04364253235974,-933.389701875013,1415,0.0397140453147284,0.0998292798797551
"animals","svd","cosine","0","2","gtom","0","9",NA,NA,NA,0.378153853328762,1864.43006598726,1880.19472041749,0.0493147311508437,-929.21503299363,1415,0.0460673890490984,0.104435443750498
"animals","svd","cosine","0","30000000000000004","gtom","0","7000000000000001",NA,NA,NA,0.00298010247414352,1873.11716231211,1888.88181674234,0.0434324889013269,-933.558581156055,1415,0.0399445293805206,0.0993878130046728
"animals","svd","cosine","0","30000000000000004","gtom","0","8",NA,NA,NA,0.539747543493467,1862.64884034595,1878.41349477618,0.0505825367551167,-928.324420172974,1415,0.0457102962553488,0.108089047042044
"animals","svd","cosine","0","30000000000000004","gtom","0","9",NA,NA,NA,0.503797973037786,1853.26186853415,1869.02652296438,0.0582380217303331,-923.630934267076,1415,0.0522922962959842,0.115840689115412
"animals","svd","cosine","0","4","gtom","0","6000000000000001",NA,NA,NA,-0.0383744436587447,1873.10449181175,1888.86914624198,0.0434137484783334,-933.552245905876,1415,0.0409993581095481,0.0976326709796259
"animals","svd","cosine","0","4","gtom","0","7000000000000001",NA,NA,NA,0.212199100675007,1871.82696423677,1887.591618667,0.0446817996278806,-932.913482118384,1415,0.0401352421023449,0.103612760563552
"animals","svd","cosine","0","4","gtom","0","8",NA,NA,NA,0.445601392691432,1859.6138427025,1875.37849713273,0.0525546270482383,-926.806921351248,1415,0.0483180891620264,0.109988912979434
"animals","svd","cosine","0","4","gtom","0","9",NA,NA,NA,0.828224472957463,1825.64541448352,1841.41006891376,0.0841320353480109,-909.822707241762,1415,0.07103991858188,0.151386478085722
"animals","svd","cosine","0","5","gtom","0","5",NA,NA,NA,0.475383474289562,1869.87673722807,1885.64139165831,0.0461069556527588,-931.938368614037,1415,0.0410118724789513,0.0994198382666954
"animals","svd","cosine","0","5","gtom","0","6000000000000001",NA,NA,NA,0.275187461132104,1870.53312226426,1886.29777669449,0.0462064617628996,-932.266561132129,1415,0.0424231084004141,0.101573907729085
"animals","svd","cosine","0","5","gtom","0","7000000000000001",NA,NA,NA,0.441231690019261,1860.9206172773,1876.68527170753,0.0530760239844457,-927.460308638648,1415,0.0482645876091686,0.109410684256088
"animals","svd","cosine","0","5","gtom","0","8",NA,NA,NA,0.613194341522545,1843.59224595592,1859.35690038615,0.0656757216350694,-918.796122977961,1415,0.0567947056086992,0.121054629823386
"animals","svd","cosine","0","5","gtom","0","9",NA,NA,NA,0.879562258664345,1832.68901156864,1848.45366599887,0.0797357061096737,-913.344505784321,1415,0.0685911555452295,0.146022899986823
"animals","svd","cosine","0","6000000000000001","gtom","0","30000000000000004",NA,NA,NA,0.24942851729582,1872.62502864593,1888.38968307617,0.044382538724629,-933.312514322967,1415,0.0407521589586204,0.102198369128162
"animals","svd","cosine","0","6000000000000001","gtom","0","4",NA,NA,NA,0.238490223252069,1871.81965540017,1887.5843098304,0.0451610270039372,-932.909827700084,1415,0.0391362619189238,0.102393630380476
"animals","svd","cosine","0","6000000000000001","gtom","0","5",NA,NA,NA,0.394323700219285,1866.71289889987,1882.4775533301,0.0503534088537263,-930.356449449934,1415,0.0437144088795222,0.108590393292341
"animals","svd","cosine","0","6000000000000001","gtom","0","6000000000000001",NA,NA,NA,0.354544194504811,1865.03964719059,1880.80430162083,0.0506871845362131,-929.519823595297,1415,0.046325992358742,0.105663838548906
"animals","svd","cosine","0","6000000000000001","gtom","0","7000000000000001",NA,NA,NA,0.472166028424754,1855.78006247236,1871.54471690259,0.0574595851647019,-924.890031236179,1415,0.050286910282526,0.114508489021734
"animals","svd","cosine","0","6000000000000001","gtom","0","8",NA,NA,NA,0.646263526865618,1843.17889853611,1858.94355296634,0.0664338048169535,-918.589449268056,1415,0.0578493477982694,0.129496648709696
"animals","svd","cosine","0","6000000000000001","gtom","0","9",NA,NA,NA,1.01878338189463,1832.17841924136,1847.94307367159,0.078427777740016,-913.089209620679,1415,0.0662712621438145,0.144721220730533
"animals","svd","cosine","0","7000000000000001","gtom","0","1",NA,NA,NA,-0.00468449340020439,1873.11706206377,1888.881716494,0.0434234806093903,-933.558531031886,1415,0.0395929098909748,0.10090283095449
"animals","svd","cosine","0","7000000000000001","gtom","0","2",NA,NA,NA,0.412342566409494,1869.04657416033,1884.81122859056,0.0484720430459706,-931.523287080164,1415,0.0440806662872859,0.106834771079001
"animals","svd","cosine","0","7000000000000001","gtom","0","30000000000000004",NA,NA,NA,0.325699329459205,1868.75493263132,1884.51958706156,0.0486191733299336,-931.377466315662,1415,0.0417103796093988,0.104609244565154
"animals","svd","cosine","0","7000000000000001","gtom","0","4",NA,NA,NA,0.4143414114797,1863.22702623528,1878.99168066551,0.0537931369135945,-928.613513117638,1415,0.0470219382326334,0.113056951831389
"animals","svd","cosine","0","7000000000000001","gtom","0","5",NA,NA,NA,0.418696605585476,1860.6830255301,1876.44767996033,0.0555957495725365,-927.341512765048,1415,0.0505557394268442,0.112038292535128
"animals","svd","cosine","0","7000000000000001","gtom","0","6000000000000001",NA,NA,NA,0.477524084146097,1855.42709537242,1871.19174980265,0.0587203625927839,-924.71354768621,1415,0.0530753777816652,0.117783607186248
"animals","svd","cosine","0","7000000000000001","gtom","0","7000000000000001",NA,NA,NA,0.653185202688103,1841.46204804845,1857.22670247868,0.0690428732407345,-917.731024024223,1415,0.0614605798475003,0.131482908381239
"animals","svd","cosine","0","7000000000000001","gtom","0","8",NA,NA,NA,1.02215961755238,1813.92307563089,1829.68773006112,0.0937150565713046,-903.961537815445,1415,0.0825858689419377,0.159411019223806
"animals","svd","cosine","0","7000000000000001","gtom","0","9",NA,NA,NA,1.20596629094247,1834.57652180267,1850.3411762329,0.0781485669492019,-914.288260901333,1415,0.0687182906837799,0.143356693542571
"animals","svd","cosine","0","8","gtom","0","1",NA,NA,NA,0.368036134072537,1867.10475168297,1882.86940611321,0.0497655350852202,-930.552375841487,1415,0.0430294010045696,0.107404275655398
"animals","svd","cosine","0","8","gtom","0","2",NA,NA,NA,0.515791315860522,1857.23171291359,1872.99636734383,0.0609500578503895,-925.615856456797,1415,0.0527569735203349,0.12207526007132
"animals","svd","cosine","0","8","gtom","0","30000000000000004",NA,NA,NA,0.411707298697041,1860.77793004656,1876.54258447679,0.0561584002423328,-927.38896502328,1415,0.0488323042909666,0.116220076009845
"animals","svd","cosine","0","8","gtom","0","4",NA,NA,NA,0.383531534797148,1861.72326933837,1877.4879237686,0.0539482973653438,-927.861634669186,1415,0.0474570177540412,0.110337962302719
"animals","svd","cosine","0","8","gtom","0","5",NA,NA,NA,0.502106110495984,1853.62393671847,1869.3885911487,0.0599741822389458,-923.811968359236,1415,0.0520133299626634,0.115386031076596
"animals","svd","cosine","0","8","gtom","0","6000000000000001",NA,NA,NA,0.632842360117536,1844.67942706685,1860.44408149708,0.0673075573903507,-919.339713533426,1415,0.0602227539958721,0.128469657373473
"animals","svd","cosine","0","8","gtom","0","7000000000000001",NA,NA,NA,0.878799287679845,1828.01132041714,1843.77597484737,0.0822246098826755,-911.005660208569,1415,0.0721308080368802,0.146647524003715
"animals","svd","cosine","0","8","gtom","0","8",NA,NA,NA,1.11697948052958,1823.78799672866,1839.55265115889,0.0864728422686091,-908.89399836433,1415,0.071650750665246,0.149926204514214
"animals","svd","cosine","0","8","gtom","0","9",NA,NA,NA,1.3495175507644,1839.76564902781,1855.53030345804,0.0744758009629703,-916.882824513906,1415,0.0659946790552086,0.142224189545202
"animals","svd","cosine","0","9","gtom","0","1",NA,NA,NA,0.593493910576752,1846.01006199156,1861.77471642179,0.0671400264099672,-920.00503099578,1415,0.0609684340095947,0.128691361195233
"animals","svd","cosine","0","9","gtom","0","2",NA,NA,NA,0.629505567612902,1843.40204314662,1859.16669757685,0.0698238686660088,-918.701021573308,1415,0.0619936346565396,0.129592870711456
"animals","svd","cosine","0","9","gtom","0","30000000000000004",NA,NA,NA,0.675508698407742,1841.53445347882,1857.29910790905,0.0711220088908901,-917.76722673941,1415,0.062296657656123,0.131050810969275
"animals","svd","cosine","0","9","gtom","0","4",NA,NA,NA,0.760167223933,1835.51384089092,1851.27849532115,0.0763077833784511,-914.756920445458,1415,0.0665791322600063,0.140047934076816
"animals","svd","cosine","0","9","gtom","0","5",NA,NA,NA,0.841407030095071,1830.11334610014,1845.87800053037,0.080720486350517,-912.056673050068,1415,0.06954873629067,0.142076578619745
"animals","svd","cosine","0","9","gtom","0","6000000000000001",NA,NA,NA,1.08155337506825,1816.12765667522,1831.89231110545,0.0941386941830638,-905.063828337611,1415,0.0822759916674145,0.161934965786361
"animals","svd","cosine","0","9","gtom","0","7000000000000001",NA,NA,NA,1.28526194901338,1806.47359596903,1822.23825039927,0.103858418443692,-900.236797984517,1415,0.0869946557253038,0.174570420669186
"animals","svd","cosine","0","9","gtom","0","8",NA,NA,NA,1.32294692044906,1816.85713017185,1832.62178460208,0.0961494773034446,-905.428565085925,1415,0.0841159256161371,0.163593324213565
"animals","svd","cosine","0","9","gtom","0","9",NA,NA,NA,1.5426306762823,1827.27623194952,1843.04088637976,0.0906156663778496,-910.638115974762,1415,0.07847965213446,0.15839029946111
"animals","exp",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.110623457608884,1872.16371259221,1887.92836702244,0.0440163699253405,-933.081856296105,1415,0.0409203956159327,0.098860970186264
"animals","multimodaldelta","alpha","0","0","rise","0","0","fall","0","0",0.293380799437495,1866.81411511139,1882.57876954162,0.0488140128222097,-930.407057555694,1415,0.0432072996198437,0.106074452368533
"animals","multimodaldelta","alpha","0","0","rise","0","0","fall","0","25",0.313107554969788,1865.87695974737,1881.6416141776,0.0497729949906489,-929.938479873685,1415,0.0443885093530833,0.109684319083529
"animals","multimodaldelta","alpha","0","0","rise","0","0","fall","0","5",0.34525993741323,1864.2114175621,1879.97607199233,0.050500548550204,-929.105708781051,1415,0.0442821051211253,0.108536259751008
"animals","multimodaldelta","alpha","0","0","rise","0","0","fall","0","75",0.231732932550228,1868.99358729312,1884.75824172335,0.0461220351686041,-931.49679364656,1415,0.0428025927182722,0.105267726247701
"animals","multimodaldelta","alpha","0","0","rise","0","0","fall","1","0",0.181848773912415,1870.54584053937,1886.3104949696,0.0446894466616511,-932.272920269683,1415,0.0399549753013001,0.0985089043717057
"animals","multimodaldelta","alpha","0","0","rise","0","25","fall","0","0",0.287540188793654,1867.08607482099,1882.85072925122,0.0488208594932585,-930.543037410495,1415,0.0445290651986429,0.106429677698638
"animals","multimodaldelta","alpha","0","0","rise","0","25","fall","0","25",0.307367832480413,1866.16625705502,1881.93091148525,0.049779942521088,-930.083128527509,1415,0.0448908015030186,0.108892926807192
"animals","multimodaldelta","alpha","0","0","rise","0","25","fall","0","5",0.342292316145337,1864.38780290552,1880.15245733575,0.0505375247116937,-929.19390145276,1415,0.0441711599893794,0.109164677459781
"animals","multimodaldelta","alpha","0","0","rise","0","25","fall","0","75",0.231201148619481,1869.01892679898,1884.78358122922,0.0461463556429834,-931.509463399492,1415,0.0436946287534232,0.100793505833259
"animals","multimodaldelta","alpha","0","0","rise","0","25","fall","1","0",0.178251178292146,1870.64885369927,1886.4135081295,0.0445883948960024,-932.324426849634,1415,0.0399991996304379,0.102833424426844
"animals","multimodaldelta","alpha","0","0","rise","0","5","fall","0","0",0.283963145942369,1867.29365346584,1883.05830789607,0.0488776622388105,-930.64682673292,1415,0.0426267093677737,0.107413972857983
"animals","multimodaldelta","alpha","0","0","rise","0","5","fall","0","25",0.307904997261794,1866.22090969456,1881.9855641248,0.0500049547427097,-930.110454847282,1415,0.0456641357085729,0.107665098125302
"animals","multimodaldelta","alpha","0","0","rise","0","5","fall","0","5",0.34451687677871,1864.37492091343,1880.13957534367,0.0512017217154679,-929.187460456717,1415,0.0469063228325761,0.106638064118135
"animals","multimodaldelta","alpha","0","0","rise","0","5","fall","0","75",0.237647588519861,1868.81934337191,1884.58399780214,0.0467863204749104,-931.409671685955,1415,0.0406723687300617,0.104252940476531
"animals","multimodaldelta","alpha","0","0","rise","0","5","fall","1","0",0.163811443076438,1871.03078557534,1886.79544000557,0.0443909167724356,-932.51539278767,1415,0.0400842291691273,0.101059086992606
"animals","multimodaldelta","alpha","0","0","rise","0","75","fall","0","0",0.299430914705072,1866.75643915337,1882.5210935836,0.0498797201073915,-930.378219576683,1415,0.0436645019691055,0.105519627010693
"animals","multimodaldelta","alpha","0","0","rise","0","75","fall","0","25",0.323638059770949,1865.63182036769,1881.39647479792,0.0511056688158732,-929.815910183843,1415,0.0484053444602298,0.110420402459487
"animals","multimodaldelta","alpha","0","0","rise","0","75","fall","0","5",0.364114327691784,1863.50029794963,1879.26495237986,0.0525360949525226,-928.750148974815,1415,0.0467756530305951,0.108625134429329
"animals","multimodaldelta","alpha","0","0","rise","0","75","fall","0","75",0.281695800709337,1867.19397286532,1882.95862729556,0.0488055213725426,-930.596986432662,1415,0.0442469872469449,0.107536898705305
"animals","multimodaldelta","alpha","0","0","rise","0","75","fall","1","0",0.197534117233559,1870.08280440575,1885.84745883598,0.0454736431958647,-932.041402202873,1415,0.040529417619452,0.10135678621545
"animals","multimodaldelta","alpha","0","0","rise","1","0","fall","0","0",0.263576239694713,1868.51120769593,1884.27586212616,0.0493319965278057,-931.255603847965,1415,0.0432336308796322,0.106024965666626
"animals","multimodaldelta","alpha","0","0","rise","1","0","fall","0","25",0.289442609603809,1867.51337871313,1883.27803314336,0.0505528288607684,-930.756689356564,1415,0.0457768911914908,0.109188446661902
"animals","multimodaldelta","alpha","0","0","rise","1","0","fall","0","5",0.344056002880992,1865.06411769995,1880.82877213018,0.0526720838078502,-929.532058849974,1415,0.0487545399994237,0.111097498696942
"animals","multimodaldelta","alpha","0","0","rise","1","0","fall","0","75",0.264878917051311,1868.17520094761,1883.93985537785,0.0491277254432278,-931.087600473807,1415,0.0442249634831474,0.107160896460399
"animals","multimodaldelta","alpha","0","0","rise","1","0","fall","1","0",0.234757772861763,1869.03391796103,1884.79857239126,0.0473719016439355,-931.516958980516,1415,0.0438825894364055,0.105661174924069
"animals","multimodaldelta","alpha","0","1","rise","0","0","fall","0","0",0.927075098852549,1806.33564990492,1822.10030433515,0.0945873308327124,-900.167824952462,1415,0.0825010704253131,0.158007735803292
"animals","multimodaldelta","alpha","0","1","rise","0","0","fall","0","25",0.81295332263444,1823.44216027043,1839.20681470066,0.0817404279944327,-908.721080135213,1415,0.0717719886734902,0.143547843622985
"animals","multimodaldelta","alpha","0","1","rise","0","0","fall","0","5",0.803461099290908,1826.22718628224,1841.99184071247,0.0797795502341177,-910.113593141121,1415,0.0732804825485313,0.143639935485881
"animals","multimodaldelta","alpha","0","1","rise","0","0","fall","0","75",0.776244350308933,1830.18510766299,1845.94976209323,0.0747497978803064,-912.092553831497,1415,0.0669547561248457,0.13916141327123
"animals","multimodaldelta","alpha","0","1","rise","0","0","fall","1","0",0.750062341114444,1836.15954521574,1851.92419964597,0.0700923755448824,-915.07977260787,1415,0.0620650723715317,0.128167741355083
"animals","multimodaldelta","alpha","0","1","rise","0","25","fall","0","0",0.530040999579884,1853.75137207921,1869.51602650944,0.0601206428437469,-923.875686039604,1415,0.0510576617402827,0.119450872946496
"animals","multimodaldelta","alpha","0","1","rise","0","25","fall","0","25",0.560834060710204,1849.68491230189,1865.44956673213,0.0629510309248055,-921.842456150947,1415,0.057608944628586,0.122110406410668
"animals","multimodaldelta","alpha","0","1","rise","0","25","fall","0","5",0.516691623358232,1852.91891951559,1868.68357394582,0.0625519493678725,-923.459459757794,1415,0.0554695776449297,0.125060230019361
"animals","multimodaldelta","alpha","0","1","rise","0","25","fall","0","75",0.476340499628855,1855.52847644777,1871.29313087801,0.0586531915007032,-924.764238223887,1415,0.0504662544822329,0.118754950582867
"animals","multimodaldelta","alpha","0","1","rise","0","25","fall","1","0",0.400797472311766,1860.63985186537,1876.4045062956,0.0532629674751755,-927.319925932683,1415,0.0472440571134821,0.11387132838589
"animals","multimodaldelta","alpha","0","1","rise","0","5","fall","0","0",0.3619811580779,1864.52406281277,1880.288717243,0.0505943878920673,-929.262031406383,1415,0.0449136680518488,0.10458830174096
"animals","multimodaldelta","alpha","0","1","rise","0","5","fall","0","25",0.384869039073956,1862.80580453018,1878.57045896041,0.0520384345873304,-928.402902265088,1415,0.0477385031265722,0.10773056321405
"animals","multimodaldelta","alpha","0","1","rise","0","5","fall","0","5",0.390877239170937,1862.18842825087,1877.9530826811,0.0526666122283308,-928.094214125436,1415,0.0473690884345145,0.110291575494498
"animals","multimodaldelta","alpha","0","1","rise","0","5","fall","0","75",0.356864511436577,1863.69401262343,1879.45866705367,0.0503201111101231,-928.847006311717,1415,0.0449530596943633,0.106622930748383
"animals","multimodaldelta","alpha","0","1","rise","0","5","fall","1","0",0.251924494258557,1868.22569799359,1883.99035242382,0.0461872557129059,-931.112848996793,1415,0.0409878323492079,0.100721925784589
"animals","multimodaldelta","alpha","0","1","rise","0","75","fall","0","0",0.411385616350743,1862.32830912298,1878.09296355321,0.0522533223670797,-928.164154561489,1415,0.0459592692540756,0.112581184065374
"animals","multimodaldelta","alpha","0","1","rise","0","75","fall","0","25",0.436840551684214,1860.12031725567,1875.8849716859,0.0541260682546647,-927.060158627835,1415,0.0477588785175112,0.110246508926779
"animals","multimodaldelta","alpha","0","1","rise","0","75","fall","0","5",0.440691147349842,1859.48990544494,1875.25455987517,0.0547776791163558,-926.744952722469,1415,0.0486481104340324,0.110978196789844
"animals","multimodaldelta","alpha","0","1","rise","0","75","fall","0","75",0.414143761200802,1860.75229857909,1876.51695300932,0.0527214298002159,-927.376149289545,1415,0.0472905152236099,0.110212461210827
"animals","multimodaldelta","alpha","0","1","rise","0","75","fall","1","0",0.305046550179827,1866.00956618477,1881.774220615,0.0477878637368837,-930.004783092384,1415,0.043469710771969,0.104846967956548
"animals","multimodaldelta","alpha","0","1","rise","1","0","fall","0","0",0.441689384972964,1861.87313525942,1877.63778968965,0.0535579956638957,-927.936567629708,1415,0.0479314907991779,0.108379349074362
"animals","multimodaldelta","alpha","0","1","rise","1","0","fall","0","25",0.490569674320564,1858.25836310286,1874.02301753309,0.0567740385873571,-926.129181551429,1415,0.0508031580763477,0.112260926622909
"animals","multimodaldelta","alpha","0","1","rise","1","0","fall","0","5",0.497403047162082,1857.26658645791,1873.03124088814,0.0579428053543609,-925.633293228955,1415,0.0515384148851743,0.113369284450165
"animals","multimodaldelta","alpha","0","1","rise","1","0","fall","0","75",0.469346643543299,1858.549210211,1874.31386464123,0.0554716817409629,-926.274605105499,1415,0.0504200918296416,0.111470314960746
"animals","multimodaldelta","alpha","0","1","rise","1","0","fall","1","0",0.332361882682638,1865.19764172409,1880.96229615432,0.0492632347832213,-929.598820862045,1415,0.0454421758668412,0.107597465776221
"animals","multimodaldelta","alpha","0","2","rise","0","0","fall","0","0",0.965854414902003,1800.8240882724,1816.58874270264,0.0992036534238703,-897.412044136202,1415,0.088967248002933,0.162790539842956
"animals","multimodaldelta","alpha","0","2","rise","0","0","fall","0","25",1.0170357978239,1793.46767142687,1809.2323258571,0.102877146208775,-893.733835713436,1415,0.0882617921826082,0.17338638902749
"animals","multimodaldelta","alpha","0","2","rise","0","0","fall","0","5",0.931728828636983,1809.34688736219,1825.11154179242,0.091030384972036,-901.673443681093,1415,0.0797302460881896,0.150307996201845
"animals","multimodaldelta","alpha","0","2","rise","0","0","fall","0","75",0.837290667881193,1823.99009101647,1839.7547454467,0.0816792339170024,-908.995045508233,1415,0.0723737808390177,0.14693533173185
"animals","multimodaldelta","alpha","0","2","rise","0","0","fall","1","0",0.854700036659116,1826.41285071057,1842.17750514081,0.0772985304206407,-910.206425355287,1415,0.0700918024191709,0.141180250775688
